epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,323.546,0,122.353,0,0,0,0,0,0,204.271,0,0.00026664,0.00026664,0.00026664
2,627.283,0,104.913,0,0,0,0,0,0,158.13,0,0.000533611,0.000533611,0.000533611
3,923.811,0,95.1973,0,0,0,0,0,0,115.465,0,0.000789583,0.000789583,0.000789583
